,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation,averagerating,numvotes,release_date_CH,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,genre_ids
1024,sabotage,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama",29,2014-03-28,Sabotage,35000000,10508518,18376443,7867925,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.7,55597.0,"Mar 28, 2014",Sabotage,35.0,10.0,18.0,8.0,"[action, drama, thriller, crime]"
1025,your sisters sister,tt1742336,Your Sister's Sister,Your Sister's Sister,2011,90.0,"Comedy,Drama",73,2012-06-15,Your Sister's Sister,120000,1597486,3090593,1493107,Your Sister's Sister,IFC,1600000.0,,2012.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.7,24780.0,,,,,,,
1026,i dont know how she does it,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",58,2011-09-16,I Don't Know How She Does It,24000000,9659074,24474463,14815389,I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011.0,30600000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.9,18552.0,,,,,,,
1027,the wall,tt1745686,The Wall,Die Wand,2012,108.0,"Drama,Fantasy,Mystery",29,2017-05-12,The Wall,3000000,1803064,4495262,2692198,The Wall,RAtt.,1800000.0,2700000.0,2017.0,4500000.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.8,5484.0,,,,,,,
1028,blood ties,tt1747958,Blood Ties,Blood Ties,2013,127.0,"Action,Crime,Drama",52,2014-03-21,Blood Ties,26000000,42472,2923959,2881487,Blood Ties,ALP,2800.0,,2011.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.5,17771.0,,,,,,,
1029,moonrise kingdom,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,23335980,Moonrise Kingdom,Focus,45500000.0,22800000.0,2012.0,68300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,7.8,291750.0,"May 25, 2012",Moonrise Kingdom,16.0,45.0,68.0,23.0,"[comedy, drama, romance]"
1030,much ado about nothing,tt1748124,Much Ado About Nothing,Much Ado About Nothing,2010,68.0,"Comedy,Drama,Romance",82,1993-05-07,Much Ado About Nothing,8000000,22549338,22549338,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.5,8.0,,,,,,,
1031,red lights,tt1748179,Red Lights,Red Lights,2012,114.0,"Drama,Fantasy,Horror",56,2012-07-13,Red Lights,17700000,49521,14518884,14469363,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.2,55287.0,,,,,,,
1032,sound of my voice,tt1748207,Sound of My Voice,Sound of My Voice,2011,85.0,"Drama,Mystery,Sci-Fi",68,2012-04-27,Sound of My Voice,135000,408015,429448,21433,Sound of My Voice,FoxS,408000.0,,2012.0,,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.6,19387.0,,,,,,,
1033,the collection,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",52,2012-11-30,The Collection,10000000,6810754,8890094,2079340,The Collection,LD,6800000.0,,2012.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.1,42256.0,,,,,,,
1034,august,tt1753460,August,August,2011,99.0,"Drama,Romance",40,2008-07-11,August,3400000,12636,12636,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.9,1609.0,,,,,,,
1035,august,tt1753773,August,Elokuu,2011,108.0,Drama,40,2008-07-11,August,3400000,12636,12636,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.3,731.0,,,,,,,
1036,the ghastly love of johnny x,tt1754633,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,2012,106.0,"Comedy,Fantasy,Musical",74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2436,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,5.7,386.0,,,,,,,
1037,the last shot,tt1754651,The Last Shot,The Last Shot,2010,47.0,Action,36,2004-09-24,The Last Shot,40000000,463730,463730,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0,9.0,,,,,,,
1038,the little prince,tt1754656,The Little Prince,Le Petit Prince,2015,108.0,"Adventure,Animation,Drama",19,2016-02-12,The Little Prince,77500000,1311213,102028919,100717706,The Little Prince,EOne,1300000.0,96200000.0,2016.0,97500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,7.7,50015.0,"Feb 12, 2016",The Little Prince,77.0,1.0,102.0,101.0,"[adventure, animation, fantasy, family]"
1039,brothers,tt1754838,Brothers,Veljekset,2011,90.0,Drama,41,2009-12-04,Brothers,26000000,28544157,45043870,16499713,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,149.0,,,,,,,
1040,brothers,tt1754838,Brothers,Veljekset,2011,90.0,Drama,8,2015-08-14,Brothers,13000000,656688,17856688,17200000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,149.0,,,,,,,
1041,the guardian,tt1756811,The Guardian,The Guardian,2011,90.0,Drama,22,2006-09-29,The Guardian,70000000,55011732,94973540,39961808,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1042,twixt,tt1756851,Twixt,Twixt,2011,88.0,"Comedy,Fantasy,Horror",66,2013-07-23,Twixt,7000000,0,1268346,1268346,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4.8,9774.0,,,,,,,
1043,duplicity,tt1757736,Duplicity,Duplicity,2011,90.0,Thriller,12,2009-03-20,Duplicity,60000000,40572825,81079566,40506741,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
1044,jackie,tt1757772,Jackie,Jackie,2010,126.0,Action,87,2016-12-02,Jackie,9000000,13960394,36588512,22628118,Jackie,FoxS,14000000.0,,2016.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.1,1338.0,"Dec 2, 2016",Jackie,9.0,13.0,36.0,23.0,[drama]
1045,blue like jazz,tt1758575,Blue Like Jazz,Blue Like Jazz,2012,108.0,"Comedy,Drama",72,2012-04-13,Blue Like Jazz,1200000,595018,595018,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.9,2810.0,,,,,,,
